loan_number,loan_status_description
42384634,COMPLETED
3812612,COMPLETED
28693247,COMPLETED
16462355,COMPLETED
22452386,COMPLETED
71174781,COMPLETED
12317342,COMPLETED
58280444,CHARGEOFF
49833503,COMPLETED
7956772,COMPLETED
69623024,CURRENT
75870616,CURRENT
81130383,COMPLETED
30485424,COMPLETED
44026230,CURRENT
64340829,COMPLETED
24424988,COMPLETED
20682400,COMPLETED
38584233,COMPLETED
13957731,CURRENT
40736198,CHARGEOFF
79145224,COMPLETED
40942192,COMPLETED
74555390,COMPLETED
57872286,COMPLETED
13528497,COMPLETED
53040353,CHARGEOFF
60565930,COMPLETED
73795649,COMPLETED
63159449,COMPLETED
3297528,COMPLETED
2865603,COMPLETED
58734283,COMPLETED
57195351,CURRENT
66481041,COMPLETED
12505129,COMPLETED
10726854,COMPLETED
61498297,COMPLETED
28082275,CHARGEOFF
62784535,COMPLETED
57144671,DEFAULTED
60516003,CURRENT
17733840,COMPLETED
77366815,CURRENT
32679758,COMPLETED
63929583,COMPLETED
49307361,COMPLETED
71887521,CURRENT
39631661,CURRENT
39300295,COMPLETED
55028146,CHARGEOFF
71944517,CURRENT
70973551,CURRENT
65696644,COMPLETED
67475842,CHARGEOFF
46917468,COMPLETED
10715433,COMPLETED
1150605,COMPLETED
75558320,CURRENT
73541469,COMPLETED
18464779,COMPLETED
44855802,COMPLETED
77471531,CURRENT
3161778,COMPLETED
56137928,CURRENT
68062777,CURRENT
65283768,CURRENT
66014505,CHARGEOFF
77357257,CURRENT
73915132,CHARGEOFF
3235270,CHARGEOFF
26829537,COMPLETED
60791936,DEFAULTED
58523540,COMPLETED
70042070,COMPLETED
66380681,COMPLETED
5694813,COMPLETED
1493610,COMPLETED
23904322,CURRENT
30625779,CHARGEOFF
63692464,COMPLETED
77861874,CURRENT
32920005,COMPLETED
42333782,CURRENT
65782145,CURRENT
65935564,CURRENT
43570838,COMPLETED
27330083,COMPLETED
45334181,COMPLETED
73141578,CURRENT
46488205,COMPLETED
65595460,CURRENT
13026436,COMPLETED
34403581,COMPLETED
83960161,CURRENT
70944070,COMPLETED
30445561,COMPLETED
46506783,CHARGEOFF
17293077,COMPLETED
8915116,COMPLETED
6938271,COMPLETED
40500152,COMPLETED
75310781,COMPLETED
50577026,COMPLETED
83669963,COMPLETED
7957145,COMPLETED
55241461,COMPLETED
59159392,COMPLETED
1098463,CHARGEOFF
42474849,COMPLETED
2945130,COMPLETED
8985009,COMPLETED
13397628,COMPLETED
56492144,COMPLETED
80640792,CURRENT
70843652,CHARGEOFF
21129612,COMPLETED
48535163,COMPLETED
46794202,COMPLETED
11636614,CURRENT
34492108,COMPLETED
62814372,CURRENT
72612494,COMPLETED
69196452,COMPLETED
71955517,CURRENT
70211187,COMPLETED
20109022,CURRENT
75700735,CURRENT
79765976,CURRENT
27110113,DEFAULTED
75191449,CURRENT
5164959,CURRENT
45684203,COMPLETED
11945147,COMPLETED
65623941,CURRENT
22453907,COMPLETED
81008261,COMPLETED
61483964,COMPLETED
5630671,COMPLETED
39642604,COMPLETED
65675130,COMPLETED
7366733,COMPLETED
47250340,CHARGEOFF
4564863,COMPLETED
75932265,COMPLETED
11305697,COMPLETED
19145472,COMPLETED
12896751,COMPLETED
40410869,COMPLETED
58653653,COMPLETED
39620281,COMPLETED
44106381,CHARGEOFF
1432974,COMPLETED
67646021,COMPLETED
53964422,COMPLETED
38439940,COMPLETED
63328125,CURRENT
55817550,CHARGEOFF
70192461,COMPLETED
18495278,COMPLETED
29153593,COMPLETED
38151675,CURRENT
67635621,CURRENT
3626728,COMPLETED
67988508,CURRENT
42964849,CURRENT
68433120,CURRENT
48956327,COMPLETED
7085985,COMPLETED
70802289,CURRENT
34602916,COMPLETED
73440864,CURRENT
7069753,CHARGEOFF
5344705,COMPLETED
68616573,CURRENT
75115420,COMPLETED
70856079,COMPLETED
54778673,CHARGEOFF
3007453,COMPLETED
67247370,COMPLETED
5165329,COMPLETED
16313249,COMPLETED
35663462,COMPLETED
57366298,CURRENT
73037252,CURRENT
25316270,CURRENT
58360676,COMPLETED
30144987,COMPLETED
7449119,COMPLETED
12446044,COMPLETED
63159713,CURRENT
39590996,CURRENT
49924797,COMPLETED
55977555,COMPLETED
50994150,CURRENT
66005670,CURRENT
51366644,CURRENT
33380271,COMPLETED
46611575,COMPLETED
33481587,COMPLETED
3066159,COMPLETED
33340228,COMPLETED
4305664,CHARGEOFF
2077609,COMPLETED
6455593,COMPLETED
65039113,CURRENT
59421347,CURRENT
19947699,COMPLETED
63355379,CURRENT
1675568,COMPLETED
62115340,COMPLETED
18605635,COMPLETED
1424866,COMPLETED
20702344,COMPLETED
58672278,COMPLETED
1443617,COMPLETED
67918930,COMPLETED
77765257,COMPLETED
43004549,COMPLETED
67377573,COMPLETED
71632453,COMPLETED
1196299,COMPLETED
59130295,CURRENT
55380189,COMPLETED
1303630,CURRENT
49207835,COMPLETED
37077645,COMPLETED
15270643,CHARGEOFF
48160344,CURRENT
66512462,COMPLETED
17403062,COMPLETED
63374303,CURRENT
32188942,COMPLETED
10994896,COMPLETED
30936279,COMPLETED
1185910,CHARGEOFF
41160999,CURRENT
5606328,COMPLETED
42493766,COMPLETED
27130341,COMPLETED
1588673,COMPLETED
9624777,COMPLETED
7103827,COMPLETED
73765078,CURRENT
69703089,CURRENT
60536640,CURRENT
61399345,CHARGEOFF
38647957,COMPLETED
67756033,COMPLETED
18956189,COMPLETED
66493971,CHARGEOFF
66520372,CURRENT
11654835,CHARGEOFF
55291153,CURRENT
78984611,CURRENT
3287235,CURRENT
81436906,CURRENT
42414080,COMPLETED
73460757,CURRENT
41090788,COMPLETED
50485399,COMPLETED
8354674,COMPLETED
55472837,COMPLETED
66086384,CURRENT
65657258,CURRENT
68292862,COMPLETED
67275411,COMPLETED
52969814,COMPLETED
6094706,CURRENT
60793448,COMPLETED
61440265,COMPLETED
41182732,CHARGEOFF
44115990,COMPLETED
83827800,CHARGEOFF
74553890,CURRENT
63969268,COMPLETED
21311368,COMPLETED
74552498,COMPLETED
65824133,CHARGEOFF
7524762,COMPLETED
44279438,CHARGEOFF
7076524,COMPLETED
46682476,COMPLETED
52128435,CHARGEOFF
1221015,COMPLETED
83828859,COMPLETED
59779613,COMPLETED
21670717,CURRENT
77430118,CURRENT
1320236,COMPLETED
78730505,CURRENT
4525045,COMPLETED
46315881,COMPLETED
44144397,CHARGEOFF
59231515,COMPLETED
70271809,COMPLETED
70922752,COMPLETED
78309997,CURRENT
72847433,COMPLETED
1371849,COMPLETED
6547060,COMPLETED
69583800,CURRENT
34883855,COMPLETED
16652216,COMPLETED
79531614,COMPLETED
63419048,COMPLETED
77459474,CURRENT
2372198,COMPLETED
73333947,CURRENT
59090647,CURRENT
52341248,COMPLETED
66390546,CHARGEOFF
18924876,CHARGEOFF
33211352,COMPLETED
3674869,COMPLETED
57752671,CURRENT
28753628,COMPLETED
72784057,COMPLETED
28262805,COMPLETED
40634256,COMPLETED
63177678,COMPLETED
3701927,COMPLETED
1431678,CHARGEOFF
40836236,COMPLETED
8599996,CHARGEOFF
41102426,COMPLETED
40371128,COMPLETED
42824550,COMPLETED
47797131,CURRENT
19987339,COMPLETED
74655211,CURRENT
72775718,COMPLETED
75768658,CURRENT
68302278,CURRENT
2836430,COMPLETED
4297333,COMPLETED
58862576,COMPLETED
61581115,COMPLETED
49915470,CURRENT
73630324,COMPLETED
43054734,COMPLETED
1825242,COMPLETED
27020093,COMPLETED
40400600,COMPLETED
61333801,CURRENT
6935385,CURRENT
3104732,COMPLETED
68323808,COMPLETED
13848268,COMPLETED
81354144,CURRENT
69473594,CURRENT
10162548,COMPLETED
6717603,COMPLETED
74571726,CURRENT
29713925,CHARGEOFF
6104957,COMPLETED
8266565,COMPLETED
74546241,CURRENT
4527333,COMPLETED
32209451,COMPLETED
20080228,COMPLETED
61471554,COMPLETED
1416745,CHARGEOFF
56041428,COMPLETED
38567366,CURRENT
55219035,COMPLETED
69216957,CURRENT
1414742,COMPLETED
10141604,CHARGEOFF
73783759,CURRENT
21361069,CHARGEOFF
18834776,COMPLETED
40038817,COMPLETED
7058310,COMPLETED
49036452,COMPLETED
30184991,COMPLETED
67615986,CURRENT
6206197,COMPLETED
1334473,COMPLETED
50314005,COMPLETED
9198851,COMPLETED
38415107,COMPLETED
22141594,CURRENT
20448244,COMPLETED
3535930,COMPLETED
70972032,COMPLETED
84070444,CHARGEOFF
6316492,COMPLETED
5036862,COMPLETED
36271824,COMPLETED
35216311,COMPLETED
7437326,CHARGEOFF
20598841,COMPLETED
51407695,CURRENT
13018582,COMPLETED
12407543,COMPLETED
12607263,COMPLETED
57254127,COMPLETED
8854822,COMPLETED
78219145,COMPLETED
66644416,COMPLETED
2294819,COMPLETED
74954977,COMPLETED
63064149,CURRENT
65372801,CURRENT
15560159,COMPLETED
65067966,CHARGEOFF
13346963,COMPLETED
20159566,CURRENT
22322083,COMPLETED
60705847,COMPLETED
74504271,CURRENT
51847029,COMPLETED
68242627,CURRENT
57802312,COMPLETED
61401275,CURRENT
42503291,COMPLETED
9686334,COMPLETED
58381324,CURRENT
1407221,COMPLETED
1194750,COMPLETED
35843216,COMPLETED
21080077,COMPLETED
22454185,COMPLETED
36341150,CURRENT
8976162,CHARGEOFF
80559776,COMPLETED
68992446,CURRENT
15359796,COMPLETED
68902815,COMPLETED
59601512,COMPLETED
83735793,DEFAULTED
3300131,COMPLETED
9857907,COMPLETED
61394461,COMPLETED
12665651,COMPLETED
65412812,COMPLETED
67205546,COMPLETED
67879213,COMPLETED
74596956,CURRENT
75973500,CURRENT
48726069,COMPLETED
66575227,CURRENT
1679739,COMPLETED
14700622,CHARGEOFF
12335574,COMPLETED
8147221,COMPLETED
59301938,COMPLETED
40941668,COMPLETED
29684676,COMPLETED
1148527,COMPLETED
54313790,CHARGEOFF
74491199,CURRENT
61410657,COMPLETED
53514146,COMPLETED
68584389,COMPLETED
65766365,CURRENT
56894723,CHARGEOFF
66650294,COMPLETED
40501868,CURRENT
7061328,CURRENT
46117588,COMPLETED
42824331,COMPLETED
4774720,COMPLETED
66530597,CURRENT
38495183,COMPLETED
18374422,COMPLETED
46785329,DEFAULTED
57864086,CURRENT
12276175,COMPLETED
70891204,COMPLETED
46948367,COMPLETED
29604528,COMPLETED
13186271,CHARGEOFF
77366280,COMPLETED
78952758,CURRENT
42642530,CURRENT
68607925,CURRENT
47220470,CURRENT
77221503,COMPLETED
55179709,COMPLETED
23936109,COMPLETED
43802414,COMPLETED
66471392,COMPLETED
43276886,CURRENT
10089965,COMPLETED
63178313,COMPLETED
6889887,COMPLETED
73017428,COMPLETED
56039045,COMPLETED
6321005,COMPLETED
17884617,COMPLETED
6553224,COMPLETED
83558460,COMPLETED
61423964,CHARGEOFF
8134784,CHARGEOFF
61493045,CHARGEOFF
80729219,COMPLETED
65058331,COMPLETED
3729908,COMPLETED
13075854,CURRENT
37207424,COMPLETED
5385767,COMPLETED
37267497,COMPLETED
38600166,COMPLETED
70121102,CURRENT
60607040,CURRENT
34592827,COMPLETED
62904458,CURRENT
66612795,COMPLETED
51877788,COMPLETED
8565376,CURRENT
34302690,CURRENT
59542009,CURRENT
44077748,CURRENT
73559693,CURRENT
80689424,DEFAULTED
28634151,COMPLETED
63889994,CURRENT
58120360,COMPLETED
60655454,COMPLETED
7675076,COMPLETED
33181433,COMPLETED
17572946,COMPLETED
10112206,COMPLETED
67427723,CHARGEOFF
16322992,COMPLETED
74826416,CURRENT
69703301,CURRENT
73293268,CURRENT
75730165,COMPLETED
31166756,CHARGEOFF
43499581,CHARGEOFF
16872616,COMPLETED
70580726,CURRENT
14469720,COMPLETED
29654348,CURRENT
44057085,COMPLETED
9284705,CHARGEOFF
12438795,COMPLETED
43570415,CURRENT
59212461,COMPLETED
63424267,CURRENT
75109551,COMPLETED
11686897,COMPLETED
78972795,CURRENT
12745776,COMPLETED
80678507,COMPLETED
77296827,CURRENT
23813374,COMPLETED
14588413,COMPLETED
81525168,CHARGEOFF
3296790,COMPLETED
65976484,CURRENT
17983699,COMPLETED
1363876,COMPLETED
29233721,COMPLETED
1816135,CURRENT
19035094,COMPLETED
71051871,CURRENT
27612086,COMPLETED
8564647,COMPLETED
65453958,CURRENT
12527794,COMPLETED
50577890,COMPLETED
80709466,CURRENT
45634297,CURRENT
75244134,CHARGEOFF
61323079,COMPLETED
29894984,COMPLETED
50580448,CURRENT
21240573,CURRENT
7104110,COMPLETED
48755786,COMPLETED
37167652,CHARGEOFF
74735296,COMPLETED
6167124,COMPLETED
75700072,CURRENT
44806059,CHARGEOFF
5038756,COMPLETED
3370024,COMPLETED
12427186,CURRENT
60517197,COMPLETED
78258259,CURRENT
26057601,COMPLETED
40856275,COMPLETED
60656629,COMPLETED
45455155,COMPLETED
7266184,CHARGEOFF
61349628,CHARGEOFF
60675392,CURRENT
1153568,COMPLETED
60416103,CHARGEOFF
40501511,COMPLETED
54434981,CURRENT
5505797,COMPLETED
6900017,CHARGEOFF
68863210,COMPLETED
74523711,CURRENT
9834607,CURRENT
54097719,COMPLETED
24026240,COMPLETED
19406103,COMPLETED
55311903,CHARGEOFF
59533305,COMPLETED
13837683,COMPLETED
38556238,COMPLETED
12324968,COMPLETED
63159605,COMPLETED
65764028,CURRENT
55978595,CURRENT
75274873,COMPLETED
49178794,COMPLETED
50333546,COMPLETED
46723066,COMPLETED
11646918,COMPLETED
34352591,COMPLETED
39682395,COMPLETED
67366432,CHARGEOFF
56684788,CHARGEOFF
50333320,CURRENT
65756943,COMPLETED
60387391,COMPLETED
29705168,CURRENT
13135981,COMPLETED
37197585,COMPLETED
77931619,CURRENT
37682274,COMPLETED
28663026,COMPLETED
17143201,CURRENT
16372151,COMPLETED
28943961,COMPLETED
3359296,COMPLETED
1866414,COMPLETED
38201167,CHARGEOFF
75215625,COMPLETED
60255485,CURRENT
10946087,CHARGEOFF
49167976,CHARGEOFF
8976789,COMPLETED
64988256,CURRENT
34334217,COMPLETED
38558638,COMPLETED
75059179,CURRENT
6720075,COMPLETED
60942312,CURRENT
1272550,COMPLETED
38568671,COMPLETED
77911957,CHARGEOFF
20679694,CURRENT
38458367,CURRENT
14489897,COMPLETED
1530961,COMPLETED
42303963,CHARGEOFF
71196123,COMPLETED
57892765,COMPLETED
8971870,COMPLETED
58370429,COMPLETED
83528616,COMPLETED
81534923,COMPLETED
75122739,CURRENT
3849533,COMPLETED
59161608,COMPLETED
28593728,COMPLETED
32038276,COMPLETED
68714063,COMPLETED
39659369,COMPLETED
44603292,COMPLETED
49177131,COMPLETED
80698710,CURRENT
28062770,COMPLETED
44796267,COMPLETED
71936179,CURRENT
17804039,COMPLETED
11365243,COMPLETED
3364696,COMPLETED
34353151,COMPLETED
46556225,COMPLETED
73641604,CURRENT
32379371,CHARGEOFF
19946866,COMPLETED
65150268,CURRENT
3931646,COMPLETED
68052176,CHARGEOFF
73489307,CURRENT
46349496,COMPLETED
50819331,COMPLETED
61552892,COMPLETED
68866935,CHARGEOFF
38509217,COMPLETED
21411075,COMPLETED
56089105,COMPLETED
83836222,CURRENT
53455133,COMPLETED
3016206,COMPLETED
32929768,CURRENT
58430242,COMPLETED
15169278,COMPLETED
5177183,COMPLETED
11405026,CURRENT
3373808,COMPLETED
69084387,COMPLETED
29013771,COMPLETED
55129791,COMPLETED
65482223,CHARGEOFF
57215821,CURRENT
50416577,CHARGEOFF
12876943,COMPLETED
73333188,CURRENT
32318788,COMPLETED
2367916,COMPLETED
35073514,COMPLETED
1202098,COMPLETED
9206359,COMPLETED
28182292,COMPLETED
70401159,COMPLETED
30145618,CHARGEOFF
56119475,COMPLETED
9095245,CHARGEOFF
3358443,COMPLETED
72665932,COMPLETED
51988882,CURRENT
80721078,CURRENT
5435043,COMPLETED
15590460,COMPLETED
1200038,COMPLETED
10158722,COMPLETED
57498396,COMPLETED
79152210,CHARGEOFF
11634793,CHARGEOFF
44045324,COMPLETED
51177154,COMPLETED
35014589,COMPLETED
59659464,COMPLETED
77301053,COMPLETED
34673434,COMPLETED
46205875,COMPLETED
77328689,CURRENT
68132856,COMPLETED
73077646,CURRENT
1449545,COMPLETED
7448183,COMPLETED
8128244,COMPLETED
73578536,CURRENT
44926096,CURRENT
23183307,COMPLETED
7718260,COMPLETED
30255122,COMPLETED
46694755,COMPLETED
6405406,COMPLETED
59945475,CHARGEOFF
60705362,COMPLETED
81525369,COMPLETED
3640945,COMPLETED
5935015,COMPLETED
4804956,COMPLETED
81980512,CURRENT
57588433,DEFAULTED
7068288,COMPLETED
63250246,COMPLETED
1560585,COMPLETED
67427929,CURRENT
14658154,CHARGEOFF
81140162,CHARGEOFF
12605438,CURRENT
60265998,CURRENT
63391364,COMPLETED
49933529,COMPLETED
61359246,COMPLETED
8125178,COMPLETED
70923330,COMPLETED
27601385,CURRENT
48675643,COMPLETED
7696977,CHARGEOFF
19587345,COMPLETED
58653879,CURRENT
68446137,COMPLETED
1098578,COMPLETED
59251695,CURRENT
18626175,COMPLETED
60970548,CURRENT
1543188,COMPLETED
43915140,COMPLETED
65068010,CURRENT
74541171,CHARGEOFF
3487638,COMPLETED
7097956,COMPLETED
70351743,CURRENT
83143902,COMPLETED
42345136,COMPLETED
55350730,CHARGEOFF
27661704,CHARGEOFF
7339783,COMPLETED
53091563,CURRENT
41012596,COMPLETED
72102516,COMPLETED
3930268,CURRENT
70842705,CURRENT
55454771,CURRENT
65896272,COMPLETED
13317230,CHARGEOFF
41121257,COMPLETED
27612008,COMPLETED
15430585,COMPLETED
46988129,COMPLETED
29724157,COMPLETED
6155226,COMPLETED
69602588,CURRENT
73429202,CURRENT
8954636,CHARGEOFF
65615665,COMPLETED
19097200,COMPLETED
46804696,COMPLETED
8569055,COMPLETED
2308797,CHARGEOFF
70877267,CURRENT
7056827,COMPLETED
16632428,COMPLETED
69392131,CURRENT
50579263,CURRENT
80568194,COMPLETED
40971080,COMPLETED
51175231,COMPLETED
7714657,CHARGEOFF
1389905,COMPLETED
31988776,CHARGEOFF
44915169,COMPLETED
79905371,COMPLETED
5630607,CURRENT
33311636,COMPLETED
17725729,COMPLETED
74814959,CURRENT
8116835,COMPLETED
20762276,CHARGEOFF
53754554,CURRENT
55201774,COMPLETED
14480023,COMPLETED
61404305,COMPLETED
71004185,CURRENT
56894544,CHARGEOFF
63358189,COMPLETED
10116538,COMPLETED
3536873,CURRENT
1515265,COMPLETED
81393507,CURRENT
45425164,COMPLETED
43759596,DEFAULTED
57355717,CURRENT
7619405,COMPLETED
34293994,COMPLETED
56108652,CHARGEOFF
59123272,CURRENT
63580303,COMPLETED
54345645,CHARGEOFF
33331823,COMPLETED
68407167,CURRENT
22021216,COMPLETED
41163043,COMPLETED
17973682,COMPLETED
33531679,COMPLETED
62410048,CURRENT
70051029,CURRENT
70933722,COMPLETED
43679135,COMPLETED
60941967,COMPLETED
58250906,COMPLETED
38454514,COMPLETED
54958514,CURRENT
32759580,COMPLETED
68577556,COMPLETED
9815544,COMPLETED
57814438,CHARGEOFF
64631162,CURRENT
56672160,CURRENT
23813987,COMPLETED
77059669,CURRENT
20049165,COMPLETED
63556285,CHARGEOFF
32068314,COMPLETED
71755261,CURRENT
51175152,COMPLETED
1213919,COMPLETED
40776703,CHARGEOFF
75870810,CURRENT
60923827,COMPLETED
56994580,COMPLETED
16171380,COMPLETED
30966217,COMPLETED
6544726,CHARGEOFF
9075931,CURRENT
46706166,CHARGEOFF
1579014,COMPLETED
1306129,COMPLETED
65220394,CHARGEOFF
65752075,COMPLETED
81493284,CHARGEOFF
39592089,COMPLETED
6522980,COMPLETED
50646987,COMPLETED
27119897,CHARGEOFF
63157323,COMPLETED
75159222,CURRENT
61460558,COMPLETED
7370476,COMPLETED
1409876,CHARGEOFF
60814855,COMPLETED
65802659,COMPLETED
5375202,COMPLETED
5145847,COMPLETED
34494048,COMPLETED
60911809,CURRENT
66291075,CURRENT
1113534,COMPLETED
14438259,COMPLETED
36069268,COMPLETED
66543346,CHARGEOFF
73784959,COMPLETED
70832027,CURRENT
28823774,COMPLETED
1514714,COMPLETED
39987240,COMPLETED
16132114,COMPLETED
84070861,COMPLETED
43449511,CHARGEOFF
42405655,CURRENT
51205561,COMPLETED
84010897,CURRENT
69027966,CHARGEOFF
43165129,COMPLETED
68583503,COMPLETED
15700860,COMPLETED
9876440,COMPLETED
66016000,CURRENT
74584470,CURRENT
40592127,COMPLETED
56139878,COMPLETED
70143284,CURRENT
62934462,COMPLETED
83335484,CURRENT
55370950,COMPLETED
4195581,COMPLETED
21430977,COMPLETED
80660269,CURRENT
8606819,COMPLETED
29353947,CHARGEOFF
71682575,CURRENT
5785886,COMPLETED
10180046,COMPLETED
42355385,CURRENT
81641216,COMPLETED
51167672,COMPLETED
47757377,COMPLETED
5798868,COMPLETED
23093400,COMPLETED
59211111,COMPLETED
28594056,COMPLETED
1816847,COMPLETED
6206687,COMPLETED
50605486,CURRENT
10127664,COMPLETED
72554314,CHARGEOFF
7647855,COMPLETED
15459290,COMPLETED
10575650,COMPLETED
24044041,COMPLETED
46837499,CHARGEOFF
75909194,COMPLETED
55178953,CURRENT
6717926,COMPLETED
70975906,CURRENT
46105139,COMPLETED
12529217,CURRENT
59171421,CURRENT
6895109,CHARGEOFF
33280436,CURRENT
25767035,COMPLETED
27720937,COMPLETED
15109334,COMPLETED
69196167,CURRENT
67515192,COMPLETED
68453136,CURRENT
70993435,COMPLETED
60864207,COMPLETED
75090481,CURRENT
31507446,CHARGEOFF
26220644,CHARGEOFF
79511148,CURRENT
13468598,COMPLETED
57354949,COMPLETED
57306004,COMPLETED
6636626,COMPLETED
58070244,COMPLETED
77118119,CURRENT
38609570,COMPLETED
46785066,COMPLETED
62704607,COMPLETED
11244570,COMPLETED
12437827,CHARGEOFF
81515277,COMPLETED
5355835,CHARGEOFF
11686064,COMPLETED
3149926,COMPLETED
67989831,CURRENT
4310768,COMPLETED
1496726,COMPLETED
8625264,COMPLETED
1370701,COMPLETED
70823743,CURRENT
53544905,COMPLETED
53009290,COMPLETED
67859802,COMPLETED
70721029,CURRENT
7667439,COMPLETED
59471215,COMPLETED
55867362,COMPLETED
60791354,CURRENT
35358138,COMPLETED
11264741,COMPLETED
3922853,COMPLETED
37721238,COMPLETED
1425591,COMPLETED
9165105,COMPLETED
1584173,CHARGEOFF
32189245,COMPLETED
65843147,CHARGEOFF
5977394,COMPLETED
11455534,COMPLETED
20792808,COMPLETED
18594469,COMPLETED
72513439,COMPLETED
35481147,COMPLETED
16392498,COMPLETED
33340948,COMPLETED
55072840,COMPLETED
67235642,CURRENT
42324058,CHARGEOFF
19426005,COMPLETED
10136560,CHARGEOFF
68649519,CURRENT
78902053,CURRENT
75322878,COMPLETED
61932319,COMPLETED
7854586,CHARGEOFF
60476736,CHARGEOFF
33210267,COMPLETED
65513455,CURRENT
61500790,COMPLETED
81403733,CURRENT
46245489,COMPLETED
42974431,COMPLETED
59282116,CURRENT
56039350,CHARGEOFF
1405584,COMPLETED
70792327,CURRENT
7636925,COMPLETED
44126545,COMPLETED
6565792,COMPLETED
63184152,CURRENT
31427688,COMPLETED
64048093,COMPLETED
48030995,CHARGEOFF
50506183,COMPLETED
65954780,COMPLETED
81416198,COMPLETED
58663393,CURRENT
6845035,CHARGEOFF
65413018,CHARGEOFF
46487676,CHARGEOFF
10628292,CHARGEOFF
27691109,COMPLETED
48736447,COMPLETED
2300437,COMPLETED
54698122,COMPLETED
61394025,COMPLETED
8305005,CHARGEOFF
12428936,CHARGEOFF
72725256,COMPLETED
65685024,CURRENT
42394831,CURRENT
53996069,COMPLETED
15630198,COMPLETED
73322381,CURRENT
65742717,COMPLETED
4555215,COMPLETED
55900581,CHARGEOFF
60972729,COMPLETED
42723429,COMPLETED
43489501,CURRENT
47088339,CHARGEOFF
63495949,COMPLETED
11707645,CURRENT
11357123,COMPLETED
26198974,COMPLETED
69713005,CURRENT
48616140,COMPLETED
8395258,COMPLETED
75689166,CURRENT
61046696,COMPLETED
59799509,COMPLETED
46825522,COMPLETED
19396015,COMPLETED
9185234,CHARGEOFF
2077381,COMPLETED
63682155,COMPLETED
81436014,CURRENT
43305829,CHARGEOFF
35939244,COMPLETED
4794733,COMPLETED
63495768,COMPLETED
78469180,CHARGEOFF
58852680,COMPLETED
51516668,COMPLETED
49833380,CURRENT
58963156,CURRENT
54027881,COMPLETED
40472817,COMPLETED
80005234,CURRENT
9857467,COMPLETED
63184726,CURRENT
42345487,CURRENT
66494370,COMPLETED
61420265,CURRENT
61228159,COMPLETED
55533846,COMPLETED
69008370,COMPLETED
66453169,COMPLETED
56090785,CHARGEOFF
34792894,CURRENT
39088224,CURRENT
23032825,CURRENT
77871595,CURRENT
31006063,COMPLETED
81524888,COMPLETED
9010736,COMPLETED
3185158,COMPLETED
60105266,COMPLETED
7355757,COMPLETED
24675319,CURRENT
12756332,COMPLETED
30595495,COMPLETED
61339233,CHARGEOFF
79712460,COMPLETED
65047786,CURRENT
73629434,CHARGEOFF
74671952,CURRENT
52898552,COMPLETED
22434054,COMPLETED
1251039,COMPLETED
65201292,COMPLETED
16362774,COMPLETED
50476405,COMPLETED
821684,CURRENT
56613042,CHARGEOFF
22421469,COMPLETED
7435223,COMPLETED
5802943,COMPLETED
1072872,CHARGEOFF
38648844,COMPLETED
19205653,COMPLETED
77059139,CURRENT
14408081,COMPLETED
77439994,CURRENT
80681373,COMPLETED
40187707,COMPLETED
10835318,CHARGEOFF
67428677,CURRENT
57883440,COMPLETED
34282765,COMPLETED
75358460,CHARGEOFF
48374494,COMPLETED
38342305,COMPLETED
27641265,CHARGEOFF
32219265,COMPLETED
10716727,COMPLETED
11124582,CURRENT
6287196,COMPLETED
11666814,COMPLETED
63384473,CURRENT
5184957,COMPLETED
26168637,COMPLETED
21991645,COMPLETED
43839438,CHARGEOFF
19887047,COMPLETED
34913337,CURRENT
32089470,CURRENT
62579314,CURRENT
59371947,COMPLETED
38699832,COMPLETED
5792479,COMPLETED
7336240,CURRENT
68832781,CHARGEOFF
14248485,CHARGEOFF
